olay_id,tarih,mro_id,olay_turu,risk_seviyesi,kesinti_dak,maddi_kayip_TL,kvkk_ozel,shy145_72sa_uygunluk,mitre_tactic,mitre_technique,ek19_kontroller,etkilenen_hizmet_sayisi
CDSA-MRO-SDG-000306,2024-09-07,MRO-TR-062,shadow_it,2,550,315674,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000307,2025-05-22,MRO-TR-930,fidye_yazilimi,4,801,250415,HAYIR,HAYIR,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000308,2024-10-07,MRO-TR-919,oltalama_saldirisi,3,1565,308378,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000309,2024-03-06,MRO-EU-455,konfigurasyon_hatasi,3,562,318276,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000310,2024-11-29,MRO-TR-781,hesap_ele_gecirme,3,1750,347626,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000311,2024-08-17,MRO-TR-584,is_emri_sahteciligi,3,1150,319930,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000312,2025-07-04,MRO-TR-075,portal_erisim_ihlali,4,1836,462300,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000313,2025-02-01,MRO-TR-450,hesap_ele_gecirme,4,238,346944,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000314,2024-10-13,MRO-TR-947,ot_sistem_sizmasi,4,622,497439,HAYIR,HAYIR,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000315,2024-04-08,MRO-TR-745,ot_sistem_sizmasi,4,1716,190384,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000316,2024-10-09,MRO-TR-728,oltalama_saldirisi,4,1449,261983,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000317,2024-09-26,MRO-TR-861,ot_sistem_sizmasi,4,1260,368978,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000318,2025-02-25,MRO-TR-974,kalibrasyon_butunluk_ihlali,4,73,327511,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000319,2024-04-02,MRO-TR-025,yetki_iptal_eksikligi,3,1846,29892,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000320,2024-09-10,MRO-TR-096,ot_sistem_sizmasi,4,1627,351413,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000321,2024-10-12,MRO-EU-859,ot_sistem_sizmasi,4,1870,313843,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000322,2025-08-03,MRO-TR-891,usb_zararli_yazilim,3,1549,277682,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000323,2025-05-22,MRO-TR-006,is_emri_sahteciligi,4,1646,171391,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000324,2025-07-04,MRO-EU-791,ddos_saldirisi,2,275,313765,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,2
CDSA-MRO-SDG-000325,2025-09-22,MRO-EU-081,portal_erisim_ihlali,4,999,191258,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000326,2024-06-19,MRO-TR-006,sosyal_muhendislik,3,574,233061,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000327,2025-01-12,MRO-TR-085,konfigurasyon_hatasi,3,1956,375088,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000328,2024-02-27,MRO-TR-319,usb_zararli_yazilim,3,1505,96030,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000329,2024-12-15,MRO-TR-182,fidye_yazilimi,4,1720,121028,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000330,2025-03-26,MRO-EU-923,is_emri_sahteciligi,4,1003,175841,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000331,2025-10-06,MRO-TR-977,oltalama_saldirisi,3,1927,61650,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000332,2024-06-16,MRO-TR-006,shadow_it,2,1896,366547,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000333,2025-04-27,MRO-TR-662,usb_zararli_yazilim,3,802,320920,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000334,2024-02-15,MRO-TR-311,ot_sistem_sizmasi,4,962,348872,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000335,2024-04-28,MRO-TR-556,usb_zararli_yazilim,3,1722,226902,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000336,2025-03-03,MRO-TR-392,fidye_yazilimi,4,690,200966,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000337,2024-12-11,MRO-TR-801,shadow_it,2,638,7847,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000338,2025-04-18,MRO-TR-213,usb_zararli_yazilim,4,1315,337313,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000339,2024-11-07,MRO-TR-786,egitim_sistem_manipulasyonu,3,621,157375,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,2
CDSA-MRO-SDG-000340,2025-02-14,MRO-TR-625,kalibrasyon_butunluk_ihlali,4,750,101942,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000341,2025-09-05,MRO-TR-816,konfigurasyon_hatasi,3,908,245153,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000342,2025-10-18,MRO-EU-772,ot_sistem_sizmasi,4,1320,78083,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000343,2025-01-10,MRO-TR-582,kalibrasyon_butunluk_ihlali,4,748,301617,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000344,2025-03-26,MRO-EU-494,konfigurasyon_hatasi,3,342,455642,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000345,2024-01-15,MRO-TR-707,ot_sistem_sizmasi,4,736,303458,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000346,2024-08-21,MRO-EU-604,sosyal_muhendislik,3,1025,259582,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000347,2025-08-05,MRO-EU-482,ot_sistem_sizmasi,4,925,259887,EVET,HAYIR,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000348,2025-11-20,MRO-TR-235,shadow_it,3,1954,315674,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000349,2024-11-06,MRO-TR-817,sosyal_muhendislik,3,633,299204,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000350,2024-10-07,MRO-TR-336,ot_sistem_sizmasi,4,569,308696,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000351,2024-09-23,MRO-TR-017,shadow_it,2,1700,484071,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000352,2025-05-31,MRO-TR-020,shadow_it,2,1067,8462,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000353,2024-06-03,MRO-TR-959,oltalama_saldirisi,3,412,225717,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000354,2024-01-28,MRO-TR-490,sosyal_muhendislik,3,1894,52249,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000355,2024-01-17,MRO-EU-425,fidye_yazilimi,4,1563,461673,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000356,2024-06-27,MRO-TR-116,portal_erisim_ihlali,4,1576,185033,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000357,2025-03-01,MRO-TR-685,is_emri_sahteciligi,4,361,384895,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000358,2024-09-30,MRO-TR-763,konfigurasyon_hatasi,3,874,243396,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000359,2024-12-11,MRO-EU-200,fidye_yazilimi,4,407,104366,HAYIR,HAYIR,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000360,2024-01-18,MRO-TR-001,hesap_ele_gecirme,4,1512,175932,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000361,2025-11-15,MRO-EU-319,oltalama_saldirisi,3,1913,7975,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000362,2025-09-04,MRO-TR-886,shadow_it,2,1295,227483,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000363,2024-10-09,MRO-EU-689,egitim_sistem_manipulasyonu,3,1034,408181,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000364,2025-02-07,MRO-TR-470,yetki_iptal_eksikligi,3,60,241721,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000365,2024-06-13,MRO-TR-195,yetki_iptal_eksikligi,3,1655,91178,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000366,2025-12-18,MRO-TR-027,konfigurasyon_hatasi,3,638,131439,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000367,2024-08-12,MRO-TR-815,shadow_it,2,406,457195,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000368,2025-07-02,MRO-TR-406,shadow_it,3,1699,372935,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000369,2025-07-05,MRO-TR-391,ot_sistem_sizmasi,4,621,308214,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000370,2024-07-06,MRO-TR-314,yetki_iptal_eksikligi,4,780,13498,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000371,2025-07-30,MRO-EU-943,oltalama_saldirisi,3,203,321053,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000372,2025-11-05,MRO-TR-414,ddos_saldirisi,3,851,400612,EVET,HAYIR,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000373,2025-05-18,MRO-TR-914,usb_zararli_yazilim,2,1129,482646,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000374,2024-07-27,MRO-TR-642,ot_sistem_sizmasi,4,1193,432924,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,3
CDSA-MRO-SDG-000375,2024-05-11,MRO-TR-115,yetki_iptal_eksikligi,4,508,24136,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000376,2024-07-07,MRO-TR-072,ot_sistem_sizmasi,4,1462,179706,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000377,2024-10-21,MRO-TR-960,portal_erisim_ihlali,4,281,290531,EVET,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,2
CDSA-MRO-SDG-000378,2025-12-03,MRO-TR-965,shadow_it,2,981,444684,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000379,2025-04-16,MRO-TR-960,usb_zararli_yazilim,3,992,118205,HAYIR,HAYIR,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000380,2024-01-25,MRO-TR-639,shadow_it,3,791,165744,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000381,2025-04-02,MRO-EU-187,sosyal_muhendislik,3,1489,494596,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000382,2025-11-18,MRO-TR-928,usb_zararli_yazilim,4,1831,278568,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000383,2025-12-18,MRO-TR-274,hesap_ele_gecirme,4,994,294563,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000384,2025-11-18,MRO-TR-191,oltalama_saldirisi,3,1479,107546,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000385,2024-01-04,MRO-TR-405,oltalama_saldirisi,3,1435,402147,EVET,HAYIR,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000386,2025-09-07,MRO-EU-269,konfigurasyon_hatasi,3,1329,364139,HAYIR,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000387,2025-01-01,MRO-TR-811,yetki_iptal_eksikligi,3,983,215638,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000388,2024-06-03,MRO-TR-014,kalibrasyon_butunluk_ihlali,4,515,500698,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,2
CDSA-MRO-SDG-000389,2024-12-12,MRO-TR-501,is_emri_sahteciligi,4,1379,374386,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000390,2024-11-16,MRO-EU-905,shadow_it,2,203,259875,EVET,HAYIR,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000391,2025-10-23,MRO-EU-465,shadow_it,2,1219,243018,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000392,2024-11-26,MRO-TR-423,fidye_yazilimi,4,179,398784,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,2
CDSA-MRO-SDG-000393,2025-07-12,MRO-TR-686,ddos_saldirisi,4,850,13533,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000394,2024-03-10,MRO-TR-667,yetki_iptal_eksikligi,3,1272,476095,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,4
CDSA-MRO-SDG-000395,2024-07-28,MRO-TR-080,fidye_yazilimi,4,96,257367,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000396,2024-02-01,MRO-TR-124,konfigurasyon_hatasi,3,1824,492765,HAYIR,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000397,2025-11-29,MRO-TR-673,sosyal_muhendislik,3,1964,11442,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000398,2024-10-14,MRO-TR-382,oltalama_saldirisi,3,1412,218855,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000399,2024-10-26,MRO-EU-005,usb_zararli_yazilim,3,1407,265532,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000400,2024-06-17,MRO-TR-191,fidye_yazilimi,4,1418,15574,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000401,2024-03-09,MRO-TR-028,portal_erisim_ihlali,4,2065,369292,HAYIR,HAYIR,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000402,2024-03-29,MRO-TR-715,tedarik_zinciri_kontaminasyonu,4,1174,348548,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000403,2024-10-27,MRO-TR-726,shadow_it,3,581,420208,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000404,2025-10-12,MRO-TR-137,shadow_it,2,847,127030,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,4
CDSA-MRO-SDG-000405,2025-01-15,MRO-TR-580,egitim_sistem_manipulasyonu,3,1704,255632,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000406,2025-02-27,MRO-TR-792,hesap_ele_gecirme,4,1956,301026,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000407,2025-02-06,MRO-EU-196,konfigurasyon_hatasi,3,1399,486737,HAYIR,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,3
CDSA-MRO-SDG-000408,2024-12-09,MRO-TR-259,ddos_saldirisi,3,859,289411,HAYIR,EVET,TA0040,T1498,12.2.1|14.1.1|5.1.1,3
CDSA-MRO-SDG-000409,2025-07-17,MRO-TR-803,hesap_ele_gecirme,4,209,296892,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000410,2025-03-09,MRO-TR-253,oltalama_saldirisi,3,1845,428842,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,2
CDSA-MRO-SDG-000411,2025-04-15,MRO-TR-022,portal_erisim_ihlali,4,1872,235181,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,3
CDSA-MRO-SDG-000412,2025-03-28,MRO-TR-235,shadow_it,2,805,52535,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000413,2024-09-23,MRO-TR-587,fidye_yazilimi,4,387,42615,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000414,2024-06-29,MRO-TR-172,konfigurasyon_hatasi,3,1092,266109,HAYIR,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000415,2024-09-04,MRO-TR-130,oltalama_saldirisi,2,745,91776,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000416,2025-09-06,MRO-TR-971,kalibrasyon_butunluk_ihlali,4,721,250777,EVET,HAYIR,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000417,2024-04-13,MRO-TR-356,hesap_ele_gecirme,4,73,183669,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000418,2024-02-22,MRO-TR-819,konfigurasyon_hatasi,3,344,72446,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000419,2024-08-03,MRO-TR-337,portal_erisim_ihlali,4,388,122375,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000420,2025-02-18,MRO-TR-485,sosyal_muhendislik,3,657,430862,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,2
CDSA-MRO-SDG-000421,2025-01-14,MRO-TR-696,is_emri_sahteciligi,4,337,98690,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,2
CDSA-MRO-SDG-000422,2024-12-31,MRO-TR-033,yetki_iptal_eksikligi,3,311,266326,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000423,2024-06-15,MRO-EU-747,tedarik_zinciri_kontaminasyonu,4,1571,234687,HAYIR,HAYIR,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000424,2024-08-02,MRO-EU-619,konfigurasyon_hatasi,3,66,84182,EVET,EVET,TA0007,T1133,12.4.1|3.1.1|18.1.1,2
CDSA-MRO-SDG-000425,2024-07-26,MRO-TR-486,shadow_it,2,891,314038,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,3
CDSA-MRO-SDG-000426,2025-04-19,MRO-EU-295,portal_erisim_ihlali,4,586,263616,HAYIR,EVET,TA0001,T1556,1.4.2|13.2.1|1.6.1,4
CDSA-MRO-SDG-000427,2025-02-02,MRO-TR-798,kalibrasyon_butunluk_ihlali,4,734,454855,HAYIR,HAYIR,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000428,2024-10-03,MRO-TR-107,kalibrasyon_butunluk_ihlali,4,1571,183658,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,4
CDSA-MRO-SDG-000429,2025-02-16,MRO-EU-140,kalibrasyon_butunluk_ihlali,4,377,315182,HAYIR,EVET,TA0009,T1565,3.2.1|6.1.2|1.4.2,3
CDSA-MRO-SDG-000430,2025-07-18,MRO-TR-954,usb_zararli_yazilim,3,793,179331,EVET,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000431,2024-04-12,MRO-TR-044,shadow_it,2,308,312897,EVET,EVET,TA0010,T1567,2.1.1|1.5.1|4.2.1,2
CDSA-MRO-SDG-000432,2025-07-08,MRO-EU-295,usb_zararli_yazilim,3,301,75025,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000433,2024-05-07,MRO-TR-890,fidye_yazilimi,4,517,182084,EVET,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,4
CDSA-MRO-SDG-000434,2025-01-22,MRO-EU-067,tedarik_zinciri_kontaminasyonu,4,1411,100743,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000435,2025-10-21,MRO-TR-248,konfigurasyon_hatasi,3,425,14154,EVET,HAYIR,TA0007,T1133,12.4.1|3.1.1|18.1.1,4
CDSA-MRO-SDG-000436,2024-09-07,MRO-TR-912,sosyal_muhendislik,3,1208,202130,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,4
CDSA-MRO-SDG-000437,2024-12-31,MRO-TR-627,ot_sistem_sizmasi,4,465,472770,EVET,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,4
CDSA-MRO-SDG-000438,2025-09-04,MRO-TR-240,hesap_ele_gecirme,4,1352,105385,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000439,2024-07-19,MRO-TR-112,egitim_sistem_manipulasyonu,3,296,116718,EVET,EVET,TA0009,T1565,4.3.1|7.4.1|3.2.1,4
CDSA-MRO-SDG-000440,2024-06-19,MRO-TR-574,usb_zararli_yazilim,3,1071,121405,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,2
CDSA-MRO-SDG-000441,2025-08-17,MRO-TR-472,usb_zararli_yazilim,3,1741,228127,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,4
CDSA-MRO-SDG-000442,2024-12-11,MRO-EU-553,hesap_ele_gecirme,4,1608,431157,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,2
CDSA-MRO-SDG-000443,2024-03-19,MRO-TR-379,usb_zararli_yazilim,3,1722,80910,HAYIR,EVET,TA0001,T1091,1.3.1|4.2.1|12.4.1,3
CDSA-MRO-SDG-000444,2024-06-23,MRO-TR-561,yetki_iptal_eksikligi,3,1600,333806,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,2
CDSA-MRO-SDG-000445,2024-09-11,MRO-TR-161,is_emri_sahteciligi,4,797,461672,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000446,2024-10-24,MRO-TR-039,tedarik_zinciri_kontaminasyonu,4,874,437975,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,3
CDSA-MRO-SDG-000447,2024-10-25,MRO-TR-876,fidye_yazilimi,4,1933,347826,HAYIR,EVET,TA0040,T1486,9.1.1|14.1.1|5.2.1,3
CDSA-MRO-SDG-000448,2025-09-18,MRO-EU-123,oltalama_saldirisi,2,1732,385871,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,3
CDSA-MRO-SDG-000449,2024-01-04,MRO-TR-262,is_emri_sahteciligi,4,413,150914,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,4
CDSA-MRO-SDG-000450,2024-10-28,MRO-TR-329,sosyal_muhendislik,3,1057,87561,EVET,EVET,TA0006,T1556,4.1.1|1.6.1|1.4.2,3
CDSA-MRO-SDG-000451,2024-06-28,MRO-TR-630,is_emri_sahteciligi,4,1859,219174,EVET,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
CDSA-MRO-SDG-000452,2025-04-07,MRO-EU-255,yetki_iptal_eksikligi,4,53,308324,EVET,EVET,TA0001,T1078,1.1.4|7.2.1|1.4.2,3
CDSA-MRO-SDG-000453,2024-10-28,MRO-EU-930,hesap_ele_gecirme,4,1103,174112,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000454,2025-06-16,MRO-TR-785,tedarik_zinciri_kontaminasyonu,4,1858,428872,HAYIR,EVET,TA0001,T1195,15.1.1|18.2.1|12.3.7,4
CDSA-MRO-SDG-000455,2025-08-08,MRO-TR-969,ot_sistem_sizmasi,4,1636,439421,HAYIR,EVET,TA0001,T1091,12.3.5|6.2.1|1.3.1|15.1.1,2
CDSA-MRO-SDG-000456,2025-09-18,MRO-TR-611,oltalama_saldirisi,3,175,407646,EVET,EVET,TA0001,T1566,1.2.1|4.1.1|1.4.2,4
CDSA-MRO-SDG-000457,2025-05-18,MRO-TR-695,hesap_ele_gecirme,3,1672,450724,EVET,HAYIR,TA0006,T1110,1.1.1|1.4.2|13.2.1,4
CDSA-MRO-SDG-000458,2024-01-01,MRO-TR-292,hesap_ele_gecirme,4,478,432110,EVET,EVET,TA0006,T1110,1.1.1|1.4.2|13.2.1,3
CDSA-MRO-SDG-000459,2024-07-28,MRO-TR-869,is_emri_sahteciligi,4,1778,464955,HAYIR,EVET,TA0040,T1565,6.3.1|3.2.2|1.4.2,3
